9.15,39.61,1018.7,84.47
29.91,76.86,998.59,72.41
11.87,36.43,1023.4,79.5
26.86,71.14,1007.1,76.61
6.52,39.85,1012.5,86.36
18.07,63.31,1016.6,72.81
8.18,43.69,1017.2,88.16
19.65,57.85,1011.7,93.89
15.93,25.88,1009.5,72.83
23.47,51.3,1011.9,74.1
29.33,64.84,1010.8,53.32
31.54,67.32,1013.8,36.99
30.56,69.14,1007.5,71
11.87,41.78,1013,64.79
13.03,41.26,1022.2,79.79
11.46,39.82,1012.1,86.2
10.33,40.69,1014.2,84.46
30.24,68.24,1009.7,64.67
28.09,77.95,1017.1,70.98
21.44,63.09,1016.6,90.11
22.75,59.39,1015.4,81.41
18.5,47.45,1009.2,83.21
29.04,70.72,1009.5,66.58
20.36,57.5,1014.4,82.96
24.43,67.25,1018,74.27
26.1,62.91,1012.4,60.91
14.45,39.58,1012.4,79
11.02,40.81,1016.3,78.13
22.91,61.86,1012.8,92.69
22.57,68.3,1017.4,87.69
24.27,70.47,1009,78.31
21.89,45.38,1014.4,68.95
8.58,38.38,1021,84.37
7.29,39.37,1019.2,73.46
11.22,41.93,1023.1,69.35
22.04,59.14,1017.3,84.75
24.05,70.4,1006.8,92.35
27.33,52.84,1005.9,56.16
12.63,41.48,1009.6,87.69
15.46,44.88,1017.5,93.32
27.77,63.87,1018,38.77
24.49,60.27,1019,72.62
24.37,68.14,1005.2,59.27
27.62,72.43,1007.5,71.33
14.43,45.08,1023.2,83.98
13.95,71.14,1019.8,75.51
25.59,61.5,1009.1,68
23.38,48.6,1004.5,69.19
8.03,40.07,1016.1,47.46
15.77,58.16,1016.1,82.56
32.87,71.32,1004.4,54.69
13.53,40.71,1023.8,61.59
17.8,46.48,1007.3,81.31
6.58,43.02,1014,84.95
17.7,48.98,1015.8,83.18
28.86,73.18,1012.5,68.8
16.26,38.58,1016,76.7
22.3,57.19,1006.4,75.28
32.02,67.83,1007.8,53.31
28.86,67.9,1006.3,57.19
6.19,41.31,1002.5,88.8
8.94,41.74,1022.5,90.74
15.34,43.5,1021.2,79.44
29.08,66.54,1004.7,64.5
27.37,76.2,1006,67.07
8.79,40.67,1019.5,66.3
25.41,48.06,1013.1,46.52
25.96,63.78,1017,49.47
22.12,60.77,1018,83.87
23.48,60.23,1011.9,79.48
11.77,40,1021.1,85.08
13.72,54.3,1017.9,79.08
25.72,47.45,1007.7,58.35
11.28,40.55,1006.2,97.78
16.22,46.36,1020,91.73
32.16,76.2,1008,51.74
32.39,79.74,1006.9,58.58
19.35,39.72,1002.5,51.24
35.01,74.67,1016.1,26.3
9.14,40.6,1015.3,88.91
5.21,43.65,1017.6,78.62
9.13,40.02,1031.1,74.76
19.51,48.78,1021,86.33
22.21,61.5,1008.3,76.22
26.12,49.02,1008.6,72.04
10.2,41.46,1020.2,84.54
24.74,63.87,1016.9,55.65
19.69,39.72,1001.5,60.34
17.79,40.12,1012.7,79.03
13.76,45.87,1008.9,87.27
11.02,41.44,1015.3,83.53
17.74,44.2,1018.9,58.59
17.39,42.44,1013.7,73.79
22.61,60.27,1018.8,83.27
7.87,41.06,1020.9,87.64
28.73,50.05,1005.8,52.4
26.35,49.5,1012.7,41.34
12.6,41.74,1022.1,67.89
22.89,62.39,1007.8,88.16
11.11,37.5,1013.7,73.67
24.44,69.13,1011.1,87.62
23.56,73.67,1007.1,87.1
21.61,49.39,1019.4,78.2
11.04,39.96,1025.8,94.44
10.55,41.92,1030,91.23
22.25,60.77,1017.8,82.19
15.07,39.82,1012.8,84.46
8.2,41.14,1025.2,96.26
9.82,36.18,1019.2,65.8
14.64,44.92,1025.5,91.12
6.05,38.68,1017.5,66.13
24.97,68.61,1011,55.04
18.06,65.48,1018.8,77.95
10.73,40.35,1012.3,89.65
28.06,68.24,1010.3,69.72
6.76,39.81,1017.1,87.9
28.54,58.33,1013.9,49.4
6.75,39.37,1020.3,70.99
32.89,66.44,1009.9,60.55
14.28,37.2,1014,82.71
32.07,71.29,1008.4,44.95
14.29,39.59,1010.9,94.53
13.29,71.14,1019.6,75.09
27.58,73.06,1009.6,88.31
24.67,68.14,1005,58.15
17.62,43.52,1021,71.52
24.66,66.49,1010.8,70.06
30.25,68.24,1006.6,31.9
30.58,65.18,1011.6,37.43
18.58,46.97,1014.2,74.09
5.02,40.64,1021.2,93.27
22.83,58.62,1017.8,69.76
21.3,48.92,1010.9,65.09
24.34,48.78,1018,73.44
22.53,58.62,1016.3,72.78
26.43,58.41,1013.6,64.67
14.47,41.76,1022,78.41
24.88,71.94,1006.9,87.32
19.8,49.15,1020.9,61.88
13.84,44.9,1007.6,63.62
12.06,48.04,1010,100.13
14.79,39.54,1007.2,82.54
17.51,39.54,1010.2,71.53
29.83,71.43,1011.9,55.8
26.54,69.34,1009.5,87.18
12.69,40.71,1021.6,80.19
24.14,63.21,1012.3,89.08
31.18,77.95,1014.9,65.62
5.51,35.57,1026.3,78.97
27.91,72.24,1010.7,70.8
16.17,46.97,1014.2,85.8
10.99,44.63,1020.7,90.09
23.69,73.67,1007.2,86.73
9.06,39.66,1019.6,76.98
16.16,25.88,1009.6,72.24
25.77,65.48,1018.1,51.47
10.57,36.71,1022.6,80.49
24.59,72.24,1011.4,81.5
13.45,43.14,1015.5,74.33
20.2,64.45,1009,61.77
9.87,41.82,1033,68.57
33.58,77.54,1010.2,53.49
32.5,71.37,1003.8,43.8
19.92,46.97,1014.3,69.17
12.54,40.8,1024.6,68.97
14.72,40.83,1009.6,80.98
23.63,73.18,1012.3,88.81
19.94,50.78,1008.8,92.07
16.16,52.05,1013.2,75.37
26.3,59.07,1007.8,78.32
28.77,75.23,1010,59
14.72,38.91,1015.2,61.75
25.71,71.64,1008.9,77.31
13.62,40.2,1014.2,85.05
5.19,40.78,1025.2,95.07
28.95,66.75,1018.2,60.48
25.62,63.13,1013.8,83.49
5.15,35.19,1018.6,93.94
26.43,77.17,1008.7,92.59
26.13,79.74,1005.6,90.27
12.26,41.5,1014.9,89.41
10.34,41.46,1017.8,89.73
6.59,39.37,1020.3,77.92
27.58,66.48,1004.8,51.23
14.77,39.16,1016.1,81.88
10.15,43.41,1018.4,82.07
7.7,40.35,1011.7,92.88
30.21,71.32,1006.2,67.57
23.85,74.22,1010,82.72
22.47,47.45,1007.6,76.65
20.61,60.1,1010.8,80.57
21.01,44.05,1010.6,64.12
7.51,41.66,1015.9,78.31
15.85,42.28,1007.4,82.12
21.23,57.32,1011,75.17
14.17,41.67,1013.4,72.77
15.81,54.3,1017.8,68.45
14.37,40.56,1021.7,68.18
13.07,43.13,1016.9,70.02
9.37,42.32,1015.1,82.96
29.42,71.32,1002.3,67.13
26.3,51.43,1012,63.62
12.68,40.69,1014.5,79.77
16.13,43.48,1014.4,50.05
29.67,66.51,1015.6,34.1
26.46,74.67,1016.6,84.44
17.74,49.78,1004.9,100.09
17.7,49.21,1015.2,67.91
24.85,71.98,1006,95.09
13.41,40.89,1010.9,89.61
12.52,40.24,1020.5,97.41
11.44,34.03,1018.6,74.06
4.71,42.07,1005.4,82.26
12.34,40.1,1015.8,92.26
23.55,62.96,1020.2,70.16
18.26,69.94,1004.1,97.39
21.97,58.79,1010.9,86.7
16.13,53.82,1015.6,63.08
23.97,64.05,1012.2,90.18
20.54,61.27,1019.6,61.87
24.05,61.87,1009.6,54.54
29.62,73.18,1012.2,61.6
25.59,61.08,1013.2,77.28
8.35,43.79,1016.2,85.23
29.17,73.17,1009.9,60.97
29.52,77.24,1008.5,76.24
21.96,48.78,1019.6,85.05
22.61,59.87,1019.1,66.12
9.47,41.4,1026.2,89.08
30.57,73.03,1013.8,73.68
15.12,39.16,1006.5,76.99
17.7,50.88,1015.4,89.57
10.39,40.96,1023.5,84.73
25.58,64.45,1011.1,61.47
26.2,63.56,1013.4,67.07
31.85,73.91,1003.6,60.22
21.83,63.13,1013.4,85.82
30.12,69.71,1009.1,52.02
26.8,58.84,1001.2,65.03
26.3,67.07,1006.3,63.79
28.92,72.43,1007,66.14
14.07,46.18,1017.8,87.83
26.04,74.67,1016.7,81.2
18.74,45.09,1014.2,41.54
15.75,39.99,1007,77.44
22.68,58.82,1010.1,82.8
22.76,57.5,1014.8,74.38
13.68,41.7,1019.2,84.07
26.28,73.06,1008.1,90.7
30.57,58.9,1004.5,54.37
12.45,37.92,1008,61.87
19.72,46.21,1010.5,77.74
20.32,44.6,1015.2,36.35
25.44,69.59,1008.2,80.73
12.77,41.5,1014.1,86.8
22.32,48.41,1008.7,79.11
25.5,63.91,1009.4,75.22
9.51,38.38,1022.8,73.82
23.45,66.25,1009.1,90.28
21.11,74.78,1009.7,84.35
19.35,43.43,1009.4,66.11
11.57,41.54,1020.1,69.14
25.25,58.46,1015.5,70.76
24.43,58.2,1017.2,46.84
28.97,78.92,1011.7,88.5
27.37,63.73,1009.8,65.25
32.32,76.09,1006.6,62.96
9.42,41.4,1030.4,87.8
9.91,39.64,1010.6,75.82
9.06,43.79,1016,81.32
26.35,59.87,1013.2,73.63
31.33,73.03,1014.2,49.28
10.41,41.01,1020.1,94.27
27.29,64.45,1013.5,45.35
13.24,39.85,1012.6,59.99
13.06,41.78,1012.3,55.31
11.68,39.22,1017.9,57.95
20.71,58.18,1007.6,98.44
18.27,51.43,1010.4,88.39
18.77,49.21,1012.2,58.69
16,39.16,1016.4,77.63
18.42,58.95,1017,86.77
19.5,65.12,1015.5,73.87
12.74,49.83,1007.4,91.47
16.59,39.54,1008,70.58
13.69,44.85,1016.9,79.87
25.98,73.18,1012.3,85.78
29.05,64.84,1011.1,51.39
20.19,62.26,1011.4,89.69
22.1,65.06,1014.6,71.5
13.13,40.75,1016,80.87
25.16,68.08,1010.9,70.16
28.9,60.07,1016,45.06
21.08,46.93,1014.5,63.33
22.51,66.49,1014.6,63.03
22.36,51.43,1007.5,87.33
29.94,65.74,1012.4,46.94
21.9,57.76,1017.5,66.89
31.28,69.51,1010.1,36.85
28.61,68.12,1012.2,46.45
21.99,51.19,1009.2,82.58
13.71,43.41,1015.5,69.26
7.93,41.01,1023.6,97.23
22.72,62.4,1010.3,80.79
28.28,61.86,1012.1,64.49
15.03,35.71,1015.3,56.55
22.3,50.78,1008.9,81.27
13.52,40.83,1009.9,87.53
9.7,40.71,1025.6,80.34
17.16,40.55,1000.3,72.21
26.02,71.94,1009.4,64.12
22.35,63.47,1013.2,82.52
23.38,54.42,1014,73.02
25.86,59.92,1009.9,73.95
22.71,75.23,1010.5,76.86
21.91,48.7,1006.9,83.97
26.41,60.93,1007.2,66.02
18.83,58.46,1016.9,87.16
17.58,39.63,1004.8,80.43
6.63,39.42,1024.8,72.58
27.28,44.89,1009,49.9
12.53,43.56,1014.8,74.05
6.13,40.64,1020.7,94.57
7.64,40.81,1026.7,95.24
34.61,73.03,1013.6,36.91
13.24,40.83,1007.9,87.53
27.18,62.66,1009.9,52.83
12.38,45.51,1016.1,81.37
29.84,74.87,1009.6,61.39
13,39.28,1016.7,81.94
12.35,40.73,1019,95.53
19.13,68.61,1010.6,94.92
31.1,71.32,1008.1,45.87
14.19,43.71,1024.4,83.03
23.07,57.5,1015.7,75.47
5.17,39.33,1009.7,94.19
23.75,67.9,1006.2,70.17
11.2,41.54,1019.9,67.18
