4.550000e-01	3.650000e-01	9.500000e-02	5.140000e-01	2.245000e-01	1.010000e-01	1.500000e-01	15
3.500000e-01	2.650000e-01	9.000000e-02	2.255000e-01	9.950000e-02	4.850000e-02	7.000000e-02	7
5.300000e-01	4.200000e-01	1.350000e-01	6.770000e-01	2.565000e-01	1.415000e-01	2.100000e-01	9
4.400000e-01	3.650000e-01	1.250000e-01	5.160000e-01	2.155000e-01	1.140000e-01	1.550000e-01	10
3.300000e-01	2.550000e-01	8.000000e-02	2.050000e-01	8.950000e-02	3.950000e-02	5.500000e-02	7
4.250000e-01	3.000000e-01	9.500000e-02	3.515000e-01	1.410000e-01	7.750000e-02	1.200000e-01	8
5.300000e-01	4.150000e-01	1.500000e-01	7.775000e-01	2.370000e-01	1.415000e-01	3.300000e-01	20
5.450000e-01	4.250000e-01	1.250000e-01	7.680000e-01	2.940000e-01	1.495000e-01	2.600000e-01	16
4.750000e-01	3.700000e-01	1.250000e-01	5.095000e-01	2.165000e-01	1.125000e-01	1.650000e-01	9
5.500000e-01	4.400000e-01	1.500000e-01	8.945000e-01	3.145000e-01	1.510000e-01	3.200000e-01	19
5.250000e-01	3.800000e-01	1.400000e-01	6.065000e-01	1.940000e-01	1.475000e-01	2.100000e-01	14
4.300000e-01	3.500000e-01	1.100000e-01	4.060000e-01	1.675000e-01	8.100000e-02	1.350000e-01	10
4.900000e-01	3.800000e-01	1.350000e-01	5.415000e-01	2.175000e-01	9.500000e-02	1.900000e-01	11
5.350000e-01	4.050000e-01	1.450000e-01	6.845000e-01	2.725000e-01	1.710000e-01	2.050000e-01	10
4.700000e-01	3.550000e-01	1.000000e-01	4.755000e-01	1.675000e-01	8.050000e-02	1.850000e-01	10
5.000000e-01	4.000000e-01	1.300000e-01	6.645000e-01	2.580000e-01	1.330000e-01	2.400000e-01	12
3.550000e-01	2.800000e-01	8.500000e-02	2.905000e-01	9.500000e-02	3.950000e-02	1.150000e-01	7
4.400000e-01	3.400000e-01	1.000000e-01	4.510000e-01	1.880000e-01	8.700000e-02	1.300000e-01	10
3.650000e-01	2.950000e-01	8.000000e-02	2.555000e-01	9.700000e-02	4.300000e-02	1.000000e-01	7
4.500000e-01	3.200000e-01	1.000000e-01	3.810000e-01	1.705000e-01	7.500000e-02	1.150000e-01	9
3.550000e-01	2.800000e-01	9.500000e-02	2.455000e-01	9.550000e-02	6.200000e-02	7.500000e-02	11
3.800000e-01	2.750000e-01	1.000000e-01	2.255000e-01	8.000000e-02	4.900000e-02	8.500000e-02	10
5.650000e-01	4.400000e-01	1.550000e-01	9.395000e-01	4.275000e-01	2.140000e-01	2.700000e-01	12
5.500000e-01	4.150000e-01	1.350000e-01	7.635000e-01	3.180000e-01	2.100000e-01	2.000000e-01	9
6.150000e-01	4.800000e-01	1.650000e-01	1.161500e+00	5.130000e-01	3.010000e-01	3.050000e-01	10
5.600000e-01	4.400000e-01	1.400000e-01	9.285000e-01	3.825000e-01	1.880000e-01	3.000000e-01	11
5.800000e-01	4.500000e-01	1.850000e-01	9.955000e-01	3.945000e-01	2.720000e-01	2.850000e-01	11
5.900000e-01	4.450000e-01	1.400000e-01	9.310000e-01	3.560000e-01	2.340000e-01	2.800000e-01	12
6.050000e-01	4.750000e-01	1.800000e-01	9.365000e-01	3.940000e-01	2.190000e-01	2.950000e-01	15
5.750000e-01	4.250000e-01	1.400000e-01	8.635000e-01	3.930000e-01	2.270000e-01	2.000000e-01	11
5.800000e-01	4.700000e-01	1.650000e-01	9.975000e-01	3.935000e-01	2.420000e-01	3.300000e-01	10
6.800000e-01	5.600000e-01	1.650000e-01	1.639000e+00	6.055000e-01	2.805000e-01	4.600000e-01	15
6.650000e-01	5.250000e-01	1.650000e-01	1.338000e+00	5.515000e-01	3.575000e-01	3.500000e-01	18
6.800000e-01	5.500000e-01	1.750000e-01	1.798000e+00	8.150000e-01	3.925000e-01	4.550000e-01	19
7.050000e-01	5.500000e-01	2.000000e-01	1.709500e+00	6.330000e-01	4.115000e-01	4.900000e-01	13
4.650000e-01	3.550000e-01	1.050000e-01	4.795000e-01	2.270000e-01	1.240000e-01	1.250000e-01	8
5.400000e-01	4.750000e-01	1.550000e-01	1.217000e+00	5.305000e-01	3.075000e-01	3.400000e-01	16
4.500000e-01	3.550000e-01	1.050000e-01	5.225000e-01	2.370000e-01	1.165000e-01	1.450000e-01	8
5.750000e-01	4.450000e-01	1.350000e-01	8.830000e-01	3.810000e-01	2.035000e-01	2.600000e-01	11
3.550000e-01	2.900000e-01	9.000000e-02	3.275000e-01	1.340000e-01	8.600000e-02	9.000000e-02	9
4.500000e-01	3.350000e-01	1.050000e-01	4.250000e-01	1.865000e-01	9.100000e-02	1.150000e-01	9
5.500000e-01	4.250000e-01	1.350000e-01	8.515000e-01	3.620000e-01	1.960000e-01	2.700000e-01	14
2.400000e-01	1.750000e-01	4.500000e-02	7.000000e-02	3.150000e-02	2.350000e-02	2.000000e-02	5
2.050000e-01	1.500000e-01	5.500000e-02	4.200000e-02	2.550000e-02	1.500000e-02	1.200000e-02	5
2.100000e-01	1.500000e-01	5.000000e-02	4.200000e-02	1.750000e-02	1.250000e-02	1.500000e-02	4
3.900000e-01	2.950000e-01	9.500000e-02	2.030000e-01	8.750000e-02	4.500000e-02	7.500000e-02	7
